HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459167.69446,2020-11-14.1949505,bE,1.45,15.841,12.151,0.008,50.102,0.363,g
2459168.50014,2020-11-15.0006165,bm,1.73,15.189,12.163,0.015,49.507,0.678,g
2459168.50136,2020-11-15.0018341,bm,1.60,99.990,99.990,99.990,99.990,99.990,g
2459168.70253,2020-11-15.2029988,bE,1.51,15.852,12.147,0.007,50.280,0.351,g
2459168.70384,2020-11-15.2043055,bE,1.51,15.873,12.164,0.007,49.460,0.346,g
2459168.70513,2020-11-15.2055912,bE,1.53,15.865,12.148,0.007,50.221,0.349,g
2459168.74480,2020-11-15.2452658,bE,1.43,15.881,12.154,0.008,49.961,0.349,g
2459168.74609,2020-11-15.2465523,bE,1.45,15.895,12.175,0.008,48.986,0.341,g
2459168.74737,2020-11-15.2478415,bE,1.45,15.883,12.152,0.007,50.047,0.343,g
2459169.75854,2020-11-16.2589873,bi,1.43,15.739,12.166,0.009,49.395,0.400,g
2459169.75975,2020-11-16.2602034,bi,1.44,15.745,12.163,0.009,49.551,0.392,g
2459169.76099,2020-11-16.2614380,bi,1.50,15.749,12.152,0.008,50.026,0.385,g
2459169.78097,2020-11-16.2814087,bi,1.47,15.744,12.166,0.009,49.367,0.389,g
2459169.78219,2020-11-16.2826295,bi,1.40,15.762,12.153,0.009,49.968,0.387,g
2459169.78340,2020-11-16.2838474,bi,1.44,15.761,12.165,0.009,49.391,0.386,g
2459170.45294,2020-11-16.9533675,bm,1.52,15.729,12.145,0.009,50.336,0.395,g
2459170.45416,2020-11-16.9545826,bm,1.55,15.737,12.145,0.009,50.368,0.393,g
2459170.45539,2020-11-16.9558126,bm,1.51,15.734,12.142,0.009,50.488,0.396,g
2459173.51569,2020-11-20.0160497,bm,1.51,15.768,12.172,0.009,49.108,0.381,g
2459173.51691,2020-11-20.0172690,bm,1.51,15.760,12.158,0.008,49.768,0.378,g
2459173.51812,2020-11-20.0184827,bm,1.56,15.740,12.136,0.009,50.765,0.393,g
2459173.83738,2020-11-20.3377377,bE,1.49,15.894,12.159,0.007,49.704,0.338,g
2459173.85616,2020-11-20.3565184,bE,1.52,15.796,12.156,0.008,49.865,0.365,g
2459173.85746,2020-11-20.3578136,bE,1.45,15.820,12.158,0.007,49.728,0.362,g
2459174.43299,2020-11-20.9333329,bm,1.57,14.414,12.148,0.033,50.205,1.545,g
2459174.43421,2020-11-20.9345489,bm,1.62,14.317,12.061,0.029,54.421,1.447,g
2459174.43543,2020-11-20.9357636,bm,1.70,14.367,12.182,0.030,48.666,1.349,g
2459174.56168,2020-11-21.0620160,bm,1.72,15.774,12.168,0.009,49.263,0.381,g
2459174.56289,2020-11-21.0632354,bm,1.69,15.769,12.160,0.008,49.640,0.375,g
2459174.56412,2020-11-21.0644538,bm,1.69,15.765,12.166,0.009,49.411,0.383,g
2459174.83805,2020-11-21.3383835,bi,1.60,15.762,12.158,0.008,49.751,0.382,g
2459174.86202,2020-11-21.3623572,bi,1.53,15.388,12.172,0.012,49.145,0.544,g
2459174.86324,2020-11-21.3635761,bi,1.44,15.326,12.173,0.013,49.092,0.567,g
2459175.43418,2020-11-21.9344972,bm,1.54,15.456,12.124,0.011,51.332,0.512,g
2459175.43539,2020-11-21.9357202,bm,1.50,15.704,12.141,0.009,50.495,0.403,g
2459175.43661,2020-11-21.9369357,bm,1.54,15.722,12.126,0.009,51.268,0.398,g
2459176.77206,2020-11-23.2723431,bE,1.51,15.912,12.182,0.007,48.664,0.332,g
2459176.77335,2020-11-23.2736412,bE,1.51,15.901,12.169,0.007,49.251,0.334,g
2459176.77464,2020-11-23.2749263,bE,1.51,15.907,12.170,0.007,49.227,0.338,g
2459178.65515,2020-11-25.1553994,bE,1.48,15.771,12.168,0.009,49.282,0.386,g
2459178.65644,2020-11-25.1566872,bE,1.47,15.766,12.159,0.009,49.730,0.391,g
2459178.65773,2020-11-25.1579840,bE,1.48,15.769,12.144,0.008,50.433,0.379,g
2459179.41834,2020-11-25.9185726,bm,1.48,15.660,12.148,0.009,50.198,0.410,g
2459179.41955,2020-11-25.9197828,bm,1.49,15.618,12.135,0.010,50.825,0.445,g
2459179.42077,2020-11-25.9210026,bm,1.55,15.637,12.129,0.009,51.087,0.428,g
2459179.84808,2020-11-26.3483006,bi,1.63,15.709,12.138,0.008,50.712,0.397,g
2459179.84930,2020-11-26.3495210,bi,1.59,15.723,12.139,0.009,50.621,0.398,g
2459179.85053,2020-11-26.3507481,bi,1.65,15.706,12.160,0.009,49.680,0.403,g
2459180.42802,2020-11-26.9282269,bm,1.51,15.607,12.158,0.010,49.768,0.440,g
2459180.42925,2020-11-26.9294559,bm,1.51,15.605,12.161,0.010,49.631,0.443,g
2459180.43052,2020-11-26.9307271,bm,1.50,15.590,12.146,0.009,50.309,0.444,g
2459180.45425,2020-11-26.9544533,bm,1.52,15.617,12.179,0.009,48.820,0.426,g
2459180.45549,2020-11-26.9556925,bm,1.50,15.651,12.175,0.010,48.983,0.429,g
2459180.45678,2020-11-26.9569833,bm,1.56,15.624,12.151,0.010,50.074,0.437,g
2459181.51050,2020-11-28.0106820,bm,1.50,15.654,12.168,0.009,49.278,0.418,g
2459181.51171,2020-11-28.0118967,bm,1.57,15.612,12.138,0.010,50.659,0.438,g
2459181.51294,2020-11-28.0131234,bm,1.49,15.652,12.151,0.010,50.063,0.423,g
2459183.65651,2020-11-30.1566430,bi,1.43,15.332,12.136,0.013,50.761,0.584,g
2459183.65774,2020-11-30.1578697,bi,1.54,15.280,12.166,0.012,49.380,0.579,g
2459183.65896,2020-11-30.1590884,bi,1.45,15.345,12.123,0.012,51.383,0.558,g
2459184.40365,2020-11-30.9037690,bm,1.54,15.421,12.153,0.011,49.956,0.511,g
2459184.40488,2020-11-30.9050003,bm,1.47,15.425,12.170,0.011,49.213,0.513,g
2459184.40612,2020-11-30.9062315,bm,1.50,15.571,12.148,0.010,50.198,0.462,g
2459184.44216,2020-11-30.9422738,bm,1.52,15.445,12.143,0.010,50.441,0.502,g
2459184.44345,2020-11-30.9435682,bm,1.58,15.467,12.187,0.011,48.419,0.494,g
2459184.44467,2020-11-30.9447869,bm,1.53,15.525,12.202,0.011,47.804,0.474,g
2459184.47471,2020-11-30.9748232,bm,1.50,15.523,12.168,0.011,49.303,0.477,g
2459184.47594,2020-11-30.9760582,bm,1.60,15.464,12.160,0.010,49.697,0.494,g
2459184.47715,2020-11-30.9772700,bm,1.57,15.530,12.180,0.010,48.746,0.465,g
2459186.51429,2020-12-03.0143693,bm,1.59,15.604,12.172,0.010,49.129,0.440,g
2459186.51552,2020-12-03.0155949,bm,1.48,15.655,12.157,0.010,49.792,0.426,g
2459186.51673,2020-12-03.0168043,bm,1.58,15.634,12.139,0.010,50.655,0.437,g
2459186.82240,2020-12-03.3224642,bi,1.39,15.576,12.155,0.010,49.923,0.458,g
2459186.82361,2020-12-03.3236769,bi,1.44,15.622,12.175,0.010,48.951,0.450,g
2459186.82483,2020-12-03.3248925,bi,1.37,15.611,12.148,0.010,50.232,0.442,g
2459187.45918,2020-12-03.9592373,bm,1.47,15.630,12.162,0.010,49.586,0.435,g
2459187.46040,2020-12-03.9604521,bm,1.48,15.640,12.153,0.010,50.016,0.427,g
2459187.46176,2020-12-03.9618077,bm,1.51,15.644,12.139,0.009,50.632,0.420,g
2459187.51937,2020-12-04.0194165,bm,1.55,15.632,12.156,0.010,49.860,0.436,g
2459187.52103,2020-12-04.0210740,bm,1.61,15.676,12.162,0.009,49.570,0.404,g
2459187.52235,2020-12-04.0224013,bm,1.47,15.696,12.164,0.009,49.467,0.421,g
2459187.81926,2020-12-04.3192995,bi,1.57,15.610,12.143,0.010,50.435,0.447,g
2459187.82048,2020-12-04.3205207,bi,1.57,15.650,12.170,0.010,49.215,0.432,g
2459187.82170,2020-12-04.3217380,bi,1.55,15.630,12.119,0.010,51.538,0.439,g
2459188.78908,2020-12-05.2890981,bE,1.54,15.794,12.166,0.009,49.373,0.376,g
2459188.79036,2020-12-05.2903868,bE,1.49,15.839,12.163,0.008,49.522,0.361,g
2459188.79165,2020-12-05.2916700,bE,1.49,15.830,12.164,0.008,49.492,0.363,g
2459189.45247,2020-12-05.9524680,bm,1.58,15.685,12.144,0.009,50.411,0.411,g
2459189.45369,2020-12-05.9536930,bm,1.55,15.670,12.131,0.009,50.965,0.417,g
2459189.45491,2020-12-05.9549075,bm,1.58,15.699,12.151,0.008,50.065,0.400,g
2459190.83065,2020-12-07.3306237,bE,1.45,15.869,12.154,0.007,49.931,0.347,g
2459190.83194,2020-12-07.3319070,bE,1.46,15.855,12.154,0.008,49.917,0.354,g
2459190.83323,2020-12-07.3332054,bE,1.46,15.849,12.160,0.008,49.636,0.356,g
2459191.37471,2020-12-07.8746651,bm,1.47,15.743,12.155,0.009,49.883,0.395,g
2459191.37593,2020-12-07.8758906,bm,1.52,15.752,12.174,0.009,49.060,0.396,g
2459191.37715,2020-12-07.8771093,bm,1.49,15.754,12.162,0.008,49.556,0.381,g
2459192.47626,2020-12-08.9762015,bm,1.53,99.990,99.990,99.990,99.990,99.990,g
2459192.47748,2020-12-08.9774156,bm,1.56,15.762,12.161,0.009,49.589,0.389,g
2459192.47870,2020-12-08.9786363,bm,1.51,15.763,12.167,0.008,49.338,0.377,g
2459192.82659,2020-12-09.3265181,bE,1.53,15.879,12.160,0.007,49.669,0.342,g
2459192.82788,2020-12-09.3278063,bE,1.50,15.876,12.153,0.008,49.974,0.350,g
2459192.82916,2020-12-09.3290862,bE,1.53,15.876,12.175,0.007,48.991,0.342,g
2459193.84308,2020-12-10.3429906,bE,1.41,15.869,12.143,0.008,50.446,0.351,g
2459193.84438,2020-12-10.3442804,bE,1.47,15.879,12.149,0.007,50.173,0.345,g
2459193.84568,2020-12-10.3455795,bE,1.45,15.863,12.153,0.007,49.987,0.350,g
2459194.51090,2020-12-11.0107891,bm,1.54,15.489,12.147,0.010,50.282,0.484,g
2459194.51212,2020-12-11.0120123,bm,1.56,15.343,12.115,0.011,51.746,0.548,g
2459194.51335,2020-12-11.0132332,bm,1.55,15.241,12.145,0.013,50.375,0.597,g
2459194.56647,2020-12-11.0663582,bm,1.54,14.887,12.153,0.019,49.995,0.839,g
2459194.56769,2020-12-11.0675812,bm,1.49,99.990,99.990,99.990,99.990,99.990,g
2459194.56892,2020-12-11.0688034,bm,1.57,99.990,99.990,99.990,99.990,99.990,g
2459194.84752,2020-12-11.3474094,bE,1.52,15.882,12.163,0.008,49.498,0.348,g
2459194.84882,2020-12-11.3487033,bE,1.50,15.865,12.153,0.007,49.971,0.349,g
2459194.85011,2020-12-11.3499918,bE,1.50,15.868,12.155,0.007,49.905,0.348,g
2459195.78079,2020-12-12.2806487,bE,1.46,15.885,12.145,0.008,50.360,0.349,g
2459195.78211,2020-12-12.2819662,bE,1.48,15.893,12.138,0.007,50.664,0.342,g
2459195.78341,2020-12-12.2832723,bE,1.47,15.883,12.135,0.008,50.802,0.346,g
2459196.63876,2020-12-13.1385943,bi,1.44,15.731,12.156,0.009,49.809,0.399,g
2459196.63998,2020-12-13.1398233,bi,1.42,15.721,12.146,0.009,50.297,0.403,g
2459196.64121,2020-12-13.1410495,bi,1.46,15.712,12.142,0.008,50.476,0.399,g
2459196.69180,2020-12-13.1916466,bE,1.47,15.911,12.153,0.007,49.950,0.335,g
2459196.69309,2020-12-13.1929254,bE,1.46,15.905,12.173,0.007,49.103,0.334,g
2459196.69436,2020-12-13.1942109,bE,1.47,15.895,12.151,0.008,50.070,0.346,g
2459197.76297,2020-12-14.2627901,bi,1.42,15.746,12.159,0.009,49.669,0.400,g
2459197.76420,2020-12-14.2640189,bi,1.39,15.769,12.144,0.009,50.396,0.384,g
2459197.76543,2020-12-14.2652523,bi,1.40,15.777,12.161,0.009,49.643,0.379,g
2459198.41305,2020-12-14.9128468,bm,2.06,14.984,12.111,0.017,51.956,0.823,g
2459198.41428,2020-12-14.9140780,bm,2.04,14.826,12.102,0.019,52.398,0.889,g
2459198.41551,2020-12-14.9153104,bm,2.09,14.908,12.126,0.017,51.265,0.811,g
2459198.62848,2020-12-15.1282790,bi,1.39,15.704,12.145,0.009,50.315,0.409,g
2459198.62972,2020-12-15.1295140,bi,1.36,15.716,12.130,0.009,51.045,0.402,g
2459198.63096,2020-12-15.1307537,bi,1.36,15.731,12.158,0.009,49.764,0.395,g
2459199.38755,2020-12-15.8873300,bm,1.54,15.719,12.114,0.009,51.789,0.399,g
2459199.38877,2020-12-15.8885603,bm,1.52,15.715,12.106,0.009,52.213,0.401,g
2459199.39000,2020-12-15.8897880,bm,1.52,15.710,12.109,0.008,52.013,0.398,g
2459199.83345,2020-12-16.3332234,bi,1.47,15.739,12.147,0.009,50.243,0.398,g
2459199.83471,2020-12-16.3344734,bi,1.43,15.742,12.129,0.009,51.139,0.398,g
2459199.83593,2020-12-16.3357020,bi,1.48,15.738,12.136,0.009,50.761,0.397,g
2459200.51010,2020-12-17.0098498,bm,1.47,15.767,12.166,0.008,49.402,0.379,g
2459200.51131,2020-12-17.0110668,bm,1.51,15.757,12.155,0.008,49.910,0.380,g
2459200.51253,2020-12-17.0122840,bm,1.49,15.753,12.154,0.008,49.949,0.381,g
2459200.84907,2020-12-17.3488150,bi,1.40,15.695,12.182,0.009,48.672,0.406,g
2459200.85029,2020-12-17.3500393,bi,1.41,15.731,12.200,0.009,47.898,0.396,g
2459200.85152,2020-12-17.3512696,bi,1.44,15.697,12.198,0.010,47.970,0.411,g
2459201.36555,2020-12-17.8652879,bm,1.56,99.990,99.990,99.990,99.990,99.990,g
2459201.36679,2020-12-17.8665204,bm,1.56,15.747,12.174,0.009,49.046,0.393,g
2459201.36803,2020-12-17.8677657,bm,1.52,99.990,99.990,99.990,99.990,99.990,g
2459201.59607,2020-12-18.0958013,bi,1.38,15.686,12.138,0.008,50.667,0.407,g
2459201.59730,2020-12-18.0970328,bi,1.42,15.672,12.135,0.009,50.831,0.416,g
2459201.59853,2020-12-18.0982583,bi,1.40,15.698,12.131,0.009,51.007,0.409,g
2459201.61864,2020-12-18.1183664,bi,1.41,15.726,12.147,0.009,50.266,0.398,g
2459201.61987,2020-12-18.1195952,bi,1.43,15.738,12.165,0.009,49.438,0.395,g
2459201.62110,2020-12-18.1208262,bi,1.42,15.712,12.137,0.009,50.688,0.404,g
2459201.66789,2020-12-18.1676159,bi,1.39,15.755,12.149,0.009,50.153,0.391,g
2459201.66911,2020-12-18.1688388,bi,1.43,15.753,12.135,0.009,50.817,0.397,g
2459201.67035,2020-12-18.1700714,bi,1.39,15.758,12.149,0.009,50.179,0.390,g
2459202.41814,2020-12-18.9178517,bm,1.61,15.760,12.150,0.008,50.095,0.383,g
2459202.41937,2020-12-18.9190839,bm,1.62,15.741,12.125,0.009,51.278,0.393,g
2459202.42059,2020-12-18.9203082,bm,1.59,15.745,12.119,0.008,51.575,0.390,g
2459202.84990,2020-12-19.3496053,bi,1.40,15.703,12.158,0.009,49.754,0.407,g
2459202.85113,2020-12-19.3508320,bi,1.36,15.697,12.151,0.009,50.091,0.414,g
2459202.85236,2020-12-19.3520648,bi,1.46,15.728,12.170,0.009,49.193,0.397,g
2459203.39621,2020-12-19.8959046,bm,1.46,15.732,12.138,0.008,50.658,0.391,g
2459203.39743,2020-12-19.8971280,bm,1.49,15.718,12.111,0.009,51.922,0.401,g
2459203.39866,2020-12-19.8983543,bm,1.49,15.725,12.124,0.008,51.320,0.396,g
2459203.85399,2020-12-20.3536680,bi,1.43,15.611,12.137,0.010,50.749,0.442,g
2459203.85521,2020-12-20.3548851,bi,1.40,15.614,12.140,0.010,50.602,0.444,g
2459203.85644,2020-12-20.3561167,bi,1.42,15.586,12.116,0.010,51.711,0.462,g
2459204.82057,2020-12-21.3202248,bE,1.45,15.890,12.165,0.007,49.437,0.342,g
2459204.82186,2020-12-21.3215171,bE,1.51,15.889,12.164,0.008,49.498,0.344,g
2459204.82315,2020-12-21.3228099,bE,1.42,15.892,12.180,0.007,48.755,0.337,g
2459205.57838,2020-12-22.0780231,bi,1.99,15.626,12.144,0.010,50.396,0.438,g
2459205.57960,2020-12-22.0792482,bi,2.02,15.612,12.130,0.010,51.036,0.439,g
2459205.58083,2020-12-22.0804798,bi,2.00,15.591,12.131,0.010,51.036,0.449,g
2459206.39701,2020-12-22.8966380,bm,1.46,15.693,12.103,0.008,52.338,0.405,g
2459206.39824,2020-12-22.8978684,bm,1.51,15.728,12.133,0.009,50.942,0.398,g
2459206.39948,2020-12-22.8991061,bm,1.47,15.682,12.114,0.009,51.786,0.415,g
2459207.44227,2020-12-23.9418708,bm,1.44,15.681,12.108,0.009,52.117,0.412,g
2459207.44350,2020-12-23.9431017,bm,1.56,15.677,12.087,0.009,53.091,0.416,g
2459207.44474,2020-12-23.9443391,bm,1.51,15.713,12.139,0.009,50.629,0.404,g
2459207.82569,2020-12-24.3252825,bE,1.51,15.860,12.146,0.008,50.298,0.352,g
2459207.82700,2020-12-24.3265950,bE,1.50,15.875,12.159,0.007,49.729,0.345,g
2459207.82830,2020-12-24.3278928,bE,1.49,15.872,12.145,0.007,50.355,0.347,g
2459208.40465,2020-12-24.9042315,bm,1.48,15.678,12.144,0.008,50.418,0.409,g
2459208.40588,2020-12-24.9054684,bm,1.46,15.700,12.160,0.008,49.637,0.402,g
2459208.40712,2020-12-24.9066986,bm,1.48,15.679,12.148,0.009,50.213,0.411,g
2459208.69544,2020-12-25.1950184,bi,1.36,15.624,12.170,0.010,49.217,0.434,g
2459208.69667,2020-12-25.1962472,bi,1.38,15.609,12.174,0.010,48.996,0.451,g
2459208.69791,2020-12-25.1974888,bi,1.42,15.597,12.163,0.010,49.537,0.447,g
2459208.70322,2020-12-25.2027935,bE,1.55,15.826,12.169,0.008,49.239,0.363,g
2459208.70450,2020-12-25.2040824,bE,1.44,15.801,12.152,0.009,50.015,0.376,g
2459208.70579,2020-12-25.2053682,bE,1.48,15.817,12.167,0.009,49.318,0.368,g
2459209.60380,2020-12-26.1033517,bE,1.47,15.708,12.127,0.009,51.184,0.403,g
2459209.60509,2020-12-26.1046398,bE,1.47,15.709,12.142,0.008,50.465,0.399,g
2459209.60638,2020-12-26.1059315,bE,1.55,15.753,12.149,0.008,50.190,0.381,g
2459210.46832,2020-12-26.9678631,bm,1.53,15.646,12.166,0.010,49.401,0.430,g
2459210.46955,2020-12-26.9690849,bm,1.52,15.664,12.125,0.008,51.281,0.415,g
2459210.47077,2020-12-26.9703194,bm,1.50,15.650,12.166,0.009,49.389,0.419,g
2459210.83819,2020-12-27.3377187,bE,1.47,15.859,12.153,0.007,49.954,0.350,g
2459210.83948,2020-12-27.3390107,bE,1.42,15.873,12.159,0.008,49.731,0.351,g
2459210.84076,2020-12-27.3402957,bE,1.45,15.881,12.170,0.008,49.243,0.350,g
2459211.71716,2020-12-28.2166737,bE,1.48,15.772,12.134,0.008,50.844,0.381,g
2459212.60408,2020-12-29.1035732,bm,1.53,15.402,12.177,0.011,48.893,0.520,g
2459212.60531,2020-12-29.1048033,bm,1.60,15.378,12.178,0.012,48.860,0.541,g
2459212.67103,2020-12-29.1705236,bi,1.38,15.474,12.150,0.011,50.129,0.496,g
2459212.67225,2020-12-29.1717410,bi,1.41,15.480,12.157,0.010,49.791,0.488,g
2459212.67347,2020-12-29.1729630,bi,1.41,15.442,12.182,0.012,48.682,0.513,g
2459213.33511,2020-12-29.8345857,bm,1.49,15.397,12.133,0.012,50.893,0.531,g
2459213.33632,2020-12-29.8358041,bm,1.62,15.437,12.120,0.011,51.542,0.512,g
2459213.33754,2020-12-29.8370177,bm,1.52,15.387,12.176,0.012,48.938,0.540,g
2459213.56197,2020-12-30.0614474,bi,1.69,15.263,12.131,0.012,51.023,0.587,g
2459213.56320,2020-12-30.0626743,bi,1.69,15.261,12.147,0.013,50.280,0.612,g
2459213.56442,2020-12-30.0638925,bi,1.66,15.225,12.185,0.014,48.544,0.621,g
2459213.82307,2020-12-30.3225393,bi,1.50,15.429,12.160,0.012,49.665,0.515,g
2459213.82429,2020-12-30.3237625,bi,1.44,15.348,12.129,0.012,51.140,0.564,g
2459213.82551,2020-12-30.3249809,bi,1.58,15.471,12.157,0.011,49.807,0.504,g
2459214.33152,2020-12-30.8309754,bm,2.43,15.457,12.126,0.011,51.260,0.521,g
2459214.33274,2020-12-30.8322038,bm,2.45,15.407,12.104,0.011,52.296,0.529,g
2459214.33397,2020-12-30.8334317,bm,2.43,15.435,12.118,0.011,51.644,0.523,g
2459214.85523,2020-12-31.3546743,bE,1.50,15.657,12.168,0.010,49.274,0.425,g
2459214.85653,2020-12-31.3559751,bE,1.48,15.699,12.181,0.010,48.711,0.407,g
2459214.85783,2020-12-31.3572771,bE,1.48,15.682,12.182,0.010,48.661,0.411,g
2459215.36577,2020-12-31.8652048,bm,1.49,15.533,12.127,0.009,51.237,0.465,g
2459215.36700,2020-12-31.8664304,bm,1.47,15.538,12.150,0.011,50.110,0.478,g
2459215.36823,2020-12-31.8676650,bm,1.48,15.557,12.116,0.009,51.743,0.452,g
2459215.61514,2021-01-01.1145802,bi,1.41,15.455,12.142,0.011,50.465,0.520,g
2459215.61638,2021-01-01.1158199,bi,1.36,15.501,12.150,0.011,50.141,0.499,g
2459215.61762,2021-01-01.1170542,bi,1.36,15.510,12.133,0.011,50.951,0.481,g
2459216.40910,2021-01-01.9085194,bm,1.63,15.600,12.157,0.009,49.760,0.437,g
2459216.41057,2021-01-01.9099873,bm,1.58,15.614,12.172,0.009,49.096,0.431,g
2459216.41182,2021-01-01.9112327,bm,1.59,15.615,12.164,0.009,49.495,0.430,g
2459216.48211,2021-01-01.9815238,bm,1.70,15.600,12.175,0.009,49.002,0.438,g
2459216.48346,2021-01-01.9828666,bm,1.67,15.572,12.167,0.009,49.356,0.442,g
2459216.48477,2021-01-01.9841799,bm,1.57,15.593,12.165,0.010,49.467,0.445,g
2459216.61007,2021-01-02.1094886,bE,1.45,15.787,12.150,0.008,50.150,0.370,g
2459216.61137,2021-01-02.1107770,bE,1.48,15.798,12.162,0.009,49.543,0.373,g
2459216.61271,2021-01-02.1121212,bE,1.42,15.802,12.167,0.008,49.344,0.370,g
2459216.62294,2021-01-02.1223505,bi,1.36,15.600,12.157,0.010,49.833,0.449,g
2459216.62416,2021-01-02.1235701,bi,1.42,15.602,12.163,0.010,49.524,0.448,g
2459216.62538,2021-01-02.1247909,bi,1.33,15.620,12.156,0.010,49.813,0.435,g
2459216.68762,2021-01-02.1870307,bi,1.45,15.574,12.179,0.010,48.833,0.450,g
2459216.68885,2021-01-02.1882640,bi,1.44,15.545,12.144,0.011,50.421,0.474,g
2459216.69009,2021-01-02.1894951,bi,1.46,15.610,12.165,0.010,49.429,0.443,g
2459217.35746,2021-01-02.8568554,bm,1.48,15.731,12.141,0.009,50.545,0.397,g
2459217.35869,2021-01-02.8580856,bm,1.58,15.722,12.143,0.008,50.458,0.392,g
2459217.35992,2021-01-02.8593086,bm,1.57,15.719,12.129,0.009,51.113,0.401,g
2459217.40209,2021-01-02.9014843,bm,1.46,15.584,12.114,0.010,51.828,0.452,g
2459217.40332,2021-01-02.9027085,bm,1.49,15.638,12.160,0.010,49.707,0.427,g
2459217.40454,2021-01-02.9039353,bm,1.53,15.609,12.135,0.010,50.804,0.443,g
2459217.86129,2021-01-03.3606751,bi,1.66,15.505,12.144,0.011,50.439,0.483,g
2459217.86252,2021-01-03.3619050,bi,1.54,15.440,12.150,0.012,50.158,0.514,g
2459217.86374,2021-01-03.3631314,bi,1.53,15.425,12.160,0.012,49.686,0.536,g
2459218.69027,2021-01-04.1896379,bi,1.43,15.680,12.151,0.009,50.106,0.416,g
2459218.69149,2021-01-04.1908581,bi,1.40,15.639,12.135,0.010,50.812,0.429,g
2459218.69271,2021-01-04.1920879,bi,1.39,15.655,12.147,0.010,50.255,0.425,g
2459218.71657,2021-01-04.2159481,bi,1.36,15.626,12.135,0.010,50.835,0.441,g
2459218.71779,2021-01-04.2171688,bi,1.38,15.642,12.139,0.010,50.624,0.432,g
2459218.71902,2021-01-04.2183975,bi,1.38,15.662,12.150,0.010,50.120,0.440,g
2459219.53599,2021-01-05.0353461,bi,1.38,15.423,12.130,0.012,51.068,0.530,g
2459219.53722,2021-01-05.0365740,bi,1.41,15.466,12.133,0.011,50.905,0.521,g
2459219.53846,2021-01-05.0378148,bi,1.39,15.514,12.143,0.011,50.446,0.479,g
2459223.43692,2021-01-08.9362094,bm,1.55,15.738,12.140,0.009,50.632,0.395,g
2459223.43815,2021-01-08.9374369,bm,1.51,99.990,99.990,99.990,99.990,99.990,g
2459223.43938,2021-01-08.9386612,bm,1.57,99.990,99.990,99.990,99.990,99.990,g
2459223.86928,2021-01-09.3685482,bi,1.53,15.386,12.149,0.012,50.196,0.541,g
2459223.87051,2021-01-09.3697827,bi,1.47,15.363,12.163,0.012,49.538,0.554,g
2459223.87174,2021-01-09.3710097,bi,1.48,15.295,12.156,0.013,49.825,0.599,g
2459224.39457,2021-01-09.8938319,bm,1.56,15.745,12.163,0.008,49.560,0.388,g
2459224.39581,2021-01-09.8950701,bm,1.48,15.742,12.180,0.008,48.745,0.386,g
2459224.39705,2021-01-09.8963074,bm,1.58,15.749,12.172,0.008,49.128,0.386,g
2459224.60806,2021-01-10.1073241,bE,1.48,15.881,12.165,0.007,49.441,0.343,g
2459224.60937,2021-01-10.1086329,bE,1.50,15.876,12.145,0.007,50.357,0.343,g
2459224.61067,2021-01-10.1099284,bE,1.51,15.874,12.150,0.008,50.081,0.351,g
2459225.77163,2021-01-11.2708674,bE,1.57,15.900,12.178,0.007,48.817,0.336,g
2459225.77292,2021-01-11.2721576,bE,1.56,15.878,12.151,0.007,50.079,0.339,g
2459225.77423,2021-01-11.2734628,bE,1.54,15.878,12.155,0.007,49.853,0.342,g
2459226.41126,2021-01-11.9104842,bm,1.55,15.740,12.163,0.009,49.530,0.392,g
2459226.41249,2021-01-11.9117153,bm,1.54,15.737,12.147,0.008,50.237,0.390,g
2459226.41372,2021-01-11.9129446,bm,1.49,15.738,12.159,0.008,49.741,0.388,g
2459227.32318,2021-01-12.8223850,bm,1.61,15.438,12.133,0.011,50.893,0.509,g
2459227.32440,2021-01-12.8236035,bm,1.54,15.291,12.146,0.013,50.331,0.581,g
2459227.32562,2021-01-12.8248277,bm,1.54,99.990,99.990,99.990,99.990,99.990,g
2459228.37224,2021-01-13.8714320,bm,1.58,15.730,12.146,0.009,50.306,0.400,g
2459228.37347,2021-01-13.8726613,bm,1.55,15.736,12.153,0.009,49.989,0.402,g
2459228.37469,2021-01-13.873875,bm,1.57,15.725,12.115,0.009,51.749,0.398,g
2459228.62302,2021-01-14.1222121,bE,1.45,15.899,12.166,0.007,49.365,0.334,g
2459228.62432,2021-01-14.1235091,bE,1.51,15.907,12.161,0.008,49.639,0.341,g
2459228.62561,2021-01-14.1247990,bE,1.49,15.900,12.157,0.007,49.823,0.337,g
2459228.66304,2021-01-14.1622251,bE,1.48,15.891,12.142,0.008,50.513,0.346,g
2459228.66434,2021-01-14.1635315,bE,1.50,15.891,12.155,0.007,49.861,0.341,g
2459228.66563,2021-01-14.1648201,bE,1.46,15.897,12.153,0.008,50.009,0.345,g
2459229.69636,2021-01-15.1955251,bE,1.43,15.909,12.181,0.007,48.720,0.336,g
2459229.69764,2021-01-15.1968120,bE,1.49,15.908,12.179,0.007,48.779,0.332,g
2459229.69893,2021-01-15.1980989,bE,1.44,15.910,12.171,0.008,49.196,0.338,g
2459230.38670,2021-01-15.8858569,bm,1.60,15.732,12.142,0.008,50.487,0.383,g
2459230.38807,2021-01-15.8872223,bm,1.55,15.728,12.142,0.008,50.502,0.393,g
